,Shared topic 1,Shared topic 2,Shared topic 3,Shared topic 4,Shared topic 5,Shared topic 6,Shared topic 7,Shared topic 8,Shared topic 9,Shared topic 12,Shared topic 13,Shared topic 14,Shared topic 15,Shared topic 16,Shared topic 17,Shared topic 18,Shared topic 20,H3K27ac private topic 2,H3K27ac private topic 5
Tnnc2,-4.416759,-4.5296326,-1.321179,-0.66136444,-4.114698,-0.9864044,0.554398,0.27777606,-3.5249977,0.7067754,-0.8317896,0.37721413,0.93735266,-1.9748439,-4.00846,-1.3183503,-0.7326499,-1.2573795,-1.670176
Gm1673,-0.548314,0.68223035,-1.238406,-0.84069896,-3.8807654,-1.6207165,-0.8771066,-1.1781892,0.9648955,-0.81224096,-1.1195413,-0.39578193,-0.7149556,-0.49896225,0.9526763,-1.5467662,-0.25556868,1.1842209,-0.4307652
Gm10804,-1.2693813,-0.94967616,-0.9920185,0.42657143,-0.16702466,-1.0340192,1.1939392,0.42385685,-2.7048943,-0.6990576,-1.6977894,-0.30073473,-0.37354743,-0.2606824,-1.4874547,-0.7328132,-0.2997808,-1.054415,-2.29836
Arhgef15,-0.68254656,0.58347154,-0.9228771,-1.0372739,-0.67261386,-0.74996793,-1.0885372,-0.43773377,0.27830437,-0.4953078,-0.3721334,-0.5906805,0.21654755,-0.62334716,0.071748585,0.2619213,-0.85169876,-0.2632777,0.6569822
Loxl1,-3.9948082,-0.17383724,0.31035233,-0.31691933,-4.3062353,-0.056523234,-1.4774414,0.21659502,-2.2623348,-0.1819413,0.2793942,-0.557781,0.56261456,0.39283037,-1.3986528,0.35517317,0.5355394,-0.5910166,-0.17522776
Pcdhac1,-0.4148568,0.061895847,-1.6305621,-0.74004424,0.30921686,-3.6610436,-3.3452935,-0.91938317,0.51946735,-0.3670604,-3.8961368,-0.628941,-0.80035746,-3.0727339,0.17835552,-0.42139438,-3.6714437,-0.67416596,0.65994537
4933401H06Rik,-4.8026457,-1.921096,-0.94475156,-0.9907229,-4.106533,-1.6799221,0.42962378,-2.5559163,-2.7573397,-0.8827548,-1.8545136,-1.5361042,0.9784486,-1.9749911,-2.634202,-4.3376017,-3.2203836,0.71866,0.14472342
Tmco5,-0.6037928,-2.029519,-1.2343003,-1.0518037,-0.39641201,-0.74713093,-2.3485765,-1.4920611,-0.05192116,-2.208716,-0.2857226,-1.553054,-0.39976984,-0.9652578,-1.1360806,-2.5630758,-0.9928533,0.15027344,-1.804721
B020018J22Rik,-1.0953047,0.9907831,-1.0649464,0.29860264,-4.1065016,-0.55240643,-1.8444419,0.28563923,0.2188845,-0.1737853,-0.87972987,-1.6487435,-0.041550606,-0.9776543,-0.031627417,-1.6618698,-1.0276924,-1.336642,-0.6302878
Sipa1l3,-1.1429334,0.41498154,-0.40400726,0.12663794,-1.1663264,0.5818548,-0.3941885,-0.17462981,-0.38625157,0.20684898,-0.14397176,-0.6872137,-0.21055508,-0.49275258,-0.42174685,0.2991342,-0.13629104,-0.22576869,-0.71731246
Ush2a,-0.70266044,0.15295568,-0.49353984,-0.12559666,0.09901047,-0.44526488,-0.28044963,-0.33712038,-0.18053044,-0.04758884,-0.54495955,-0.59806114,-0.20784554,-0.64652944,-0.37498465,-0.23943925,-0.29257303,-0.41511306,-0.36898646
Gm12992,0.18362352,-0.22685789,-0.08752528,0.3892457,-4.282787,-0.6253275,-0.4491589,-0.13055034,-0.6707803,-0.18130957,-0.66137385,-0.044249788,-0.59924144,-0.13547823,-0.32607543,-0.18160737,-0.4614196,-2.2360487,-1.6179467
Hmga1,-4.079216,-3.396122,-0.41146097,0.36163813,-0.5049614,-0.13456567,0.037122287,0.10389787,-0.7220928,0.043609917,-1.4191284,-0.21644321,-0.17596912,-0.37622875,-0.22010764,-0.18916404,-0.075063825,-1.2295222,-2.2639296
Gstm4,-1.7187657,-4.4173193,-0.07787979,-0.5240623,-4.0630302,-1.0540441,0.24410757,-1.1865622,-2.064845,-3.5275753,-0.61657,-0.22781968,-3.2933314,-2.2830763,-1.8746858,0.42110193,0.42107487,-1.886988,-2.674466
Mrgpra6,-1.4405347,-1.2486596,-1.0709431,-1.5068026,0.49952984,-1.2354184,-1.3826078,-1.1302906,0.20043504,-0.6370494,-2.3197205,-1.3707911,-1.03191,-0.67585033,0.1983105,-0.5238692,-2.113453,-1.6809556,-1.0510277
Meox1,-1.7746173,-3.9526715,0.64776486,-0.56227344,-1.2287809,-0.24716322,-1.0817789,0.67090505,-2.0853932,-0.11596681,0.5920036,-1.5332519,0.15092358,0.49715918,-1.9808133,-0.20481811,0.84344554,-1.3042333,-1.7109431
Pcp4l1,-1.1938537,-3.3026094,0.30664033,-0.43137062,-4.267347,-0.31617665,-0.9744433,-0.6250671,-0.70112044,-0.5688093,-0.68178487,-1.0960811,-2.0003438,0.149288,-0.32167292,0.6507393,-0.09225884,-0.46092963,-0.5877428
Snord123,-3.6371534,-0.953748,-0.33856377,0.59371394,-0.43436125,0.628209,-1.8339382,0.1928033,-1.927304,-0.22851413,0.82629013,-0.68830895,0.61137193,1.1460078,-1.5944595,0.117394686,0.16074356,-1.9576532,-1.3259289
Ank2,0.9266577,0.09211251,-1.3250474,-0.3111782,0.51095074,-0.59328634,-1.2021633,-0.13505554,0.28290045,-0.25818354,-0.18292978,-0.06192425,-0.57871926,-0.8697628,0.44356966,-0.21767439,-0.26821363,-0.27192634,0.28725585
Mtss1l,0.5496342,-1.9764203,-0.8483421,-0.46423602,-0.96092856,-0.14456043,-1.8009903,0.38118356,-0.045729272,-0.8313392,0.08871275,-1.2085476,-0.47940928,0.48338664,-0.17140557,0.08611342,-0.29063442,0.20813987,0.7697872
Trim10,-4.5106497,-4.6338778,-0.88014,-2.6613858,1.1696745,-4.663842,1.4040022,-1.06718,-3.3011937,-1.2146909,-4.288306,-1.6127212,0.54443777,-4.691317,-4.851986,-4.670263,-4.032633,-3.2014134,-3.227891
Col15a1,-1.2543503,0.24336815,-0.384867,-0.18291272,-4.420333,-0.40056252,-0.013076384,-0.71420157,-0.8346826,-0.22315767,-0.18921387,-0.5004606,0.014853537,0.33717138,-0.9735375,-0.3477067,-0.06895447,-0.2985862,-1.9661064
Cox6a1,1.0196135,0.31743097,-0.5753929,-0.9738758,-0.11326666,-0.17098157,-0.035186976,-0.59565806,-0.38060835,-1.3651054,-2.0409517,0.67502904,-0.8624785,-1.0590624,0.16687512,-1.2440363,-0.5877304,-1.8074397,-0.7154906
1700029J03Rik,-1.485749,-2.8321142,-0.3962814,0.14596802,-0.21273834,-0.4368382,-0.11265898,-0.25386176,-3.1728106,0.050234437,-0.22338793,-0.27135113,-0.1525893,0.44493258,-3.9735143,-0.45597243,0.11117077,-0.8539107,-0.91270304
Gm9530,-0.6031102,0.06794047,-0.0634978,-0.07116394,0.7491421,0.36428434,-0.53892237,0.33399534,-0.5298406,-1.2692647,-0.26676068,-0.040443227,-0.26632473,-0.53038764,-0.27416566,-0.27097303,-0.24228206,-0.4917524,-0.6725169
A130077B15Rik,-1.2529662,-0.428359,-1.2777705,-0.53581226,-4.1331415,-0.652061,-1.1946294,-1.3132597,0.5733583,-1.8961211,-0.95076007,-1.3116989,-0.10674518,-0.030157983,-2.161694,-1.0375721,-0.88874316,-0.50899804,0.7253678
Stat6,-4.350413,-3.069124,-0.39029697,-0.5905428,-0.18828379,-0.5647796,-0.09665475,-0.5989226,-0.8269212,0.26698184,-0.39093125,-0.38768014,0.3032326,-0.24250501,-0.7950634,0.25277776,-0.28546104,-0.09156197,-0.25505504
F12,-0.65212506,-4.2521763,-0.66261154,-0.90528166,-0.13622278,-0.53005207,-0.56347895,-1.9386674,-1.1253643,-2.4192731,-0.29878527,-0.39684576,-1.4816569,-0.63407755,0.10759252,-0.15343297,-0.5315823,-0.7645265,-0.5982619
Cadps2,-0.09707746,-0.82252645,-0.9444699,-0.8741567,-0.91929317,-0.03658417,-1.604539,-0.5475365,-0.48118705,-0.9294172,-0.49231613,0.3486365,-0.4490054,-0.74516904,0.1824776,-0.08020291,-0.57836694,-0.68783605,0.22047842
Ier2,-0.50225735,0.09878437,-0.09739918,-0.21627027,0.19394678,0.6063491,0.14328536,-0.012004796,-1.1287977,-0.69469935,0.0998251,-0.2877128,0.3753379,0.52252775,-0.9077587,0.16418369,-0.27891824,0.026546337,-0.79088384
Gm9899,-3.3811524,-0.72885996,1.0714786,-0.67998683,-4.178285,-0.62369674,-1.191438,-1.7616128,-0.64918786,-1.0292004,-0.3161698,-0.9654001,0.3349859,-2.1133828,0.08736825,-2.2635658,-0.7099594,-0.17288506,-1.4419787
Slc1a4,0.35472345,-1.4409982,-1.0611813,-0.91239375,-0.33524275,-0.44947672,-0.12169879,-0.37077618,-0.33540672,0.11462894,-0.47202012,-0.34543592,1.2616174,-0.80390203,-1.0906887,-0.42086935,-1.5589688,-0.2893958,-0.10903004
Jdp2,1.1907753,0.05244249,-0.53209007,-0.7215524,0.59693503,-0.13508952,-1.5624352,-0.79544246,0.011346906,-0.3340615,-0.88981843,-0.9835116,-1.6070491,0.46887177,0.14239854,0.12095931,-0.23996449,0.096093476,-0.045585483
Pacsin1,-0.35623667,-1.979163,-0.4706572,-0.7519338,0.7042322,-1.3986146,-1.2483423,-1.3385012,-0.025653668,-0.3346659,-0.70790076,-0.26458168,-0.23712783,-0.52552795,0.14108217,-0.3300631,-1.4850271,0.03652966,0.17424822
Sipa1,-2.5108361,0.27327204,-0.45066974,-0.3013157,0.1182943,-0.5944973,1.0632358,-0.4811977,-2.5006723,-0.33975163,-0.24341924,-1.2611076,-0.045197204,-0.40910414,-0.9003892,0.23764294,-1.2592509,-0.75092065,-0.75408113
Fabp3,-0.6599797,-4.346398,0.72322464,-0.41547087,-4.2247057,-0.7562947,0.8730222,-0.4160057,-0.43899608,-1.6258903,-1.6400816,-0.7701509,0.31554365,-1.0441453,-0.07155034,-2.5589678,-1.0286617,0.5750104,-1.1553836
2900041M22Rik,-0.54671574,0.2265417,-0.78944653,-0.12697889,0.8238337,-0.14174807,-1.8075656,-0.20078641,0.43934163,-0.024720967,-0.6727968,-0.05329161,-0.63318247,-0.10015902,-0.1420934,-0.36175376,-0.15477367,0.042914376,-0.09894362
Kcnmb4os1,0.41118944,-0.45190483,-1.108225,-0.46998006,-4.1705585,-0.76991606,-2.2250516,-1.0415248,-2.4721973,-3.0086653,-0.9718988,-0.4945724,-4.3321686,-2.9880788,-4.6223226,-3.8268013,-1.3569331,-3.5836473,-3.2048779
Gm9833,-0.08783251,0.47894073,-0.009531558,-1.1088476,-0.66881704,-0.9836364,0.25444445,-1.3580838,-1.6806889,0.33504575,-0.7716279,-2.7636757,-0.95416653,0.39595532,-3.691751,-0.6938161,-1.7285707,-0.059223384,0.41457987
Dock3,-0.18250728,0.73455906,-0.51423806,-0.503958,-0.45772213,-0.47368914,-0.8063157,-0.16790113,-0.25307482,-0.35197085,-0.71196383,-0.5555435,0.14262992,-0.339897,-0.0748525,-0.9018092,-0.5883087,-1.6202737,-2.1621041
Pnp2,-3.2699964,-1.0059155,-1.4608912,-1.7630074,-0.7797266,-3.5150008,0.8387699,-3.298602,-3.9236298,0.047451854,-2.815683,-1.5374608,-1.2273341,-2.0680563,-1.7826201,-3.6753187,-2.5570526,-2.8218484,-3.4638793
Bex2,-2.6817906,-3.368612,-2.6736164,-3.3571017,-3.7646036,-1.1948513,-2.4815693,-1.8887452,0.12349948,-0.34207535,-2.0593796,0.39831364,-4.16879,-1.5103241,0.5597695,-4.2516127,-1.9454725,-0.24903369,0.2610265
BC106179,-0.09864767,-0.77324504,-0.5793067,-0.5930468,-0.27909037,-0.1545327,-0.77107334,-0.3915648,-0.28292572,-0.0008646399,0.6874614,-0.35606325,-0.15574826,-1.0177164,-0.45105204,-0.806561,0.31960732,0.7844618,0.49115986
Tbx15,-0.77539474,-2.3294094,-0.86946356,-0.1062046,0.7142488,-0.35546276,-1.8226798,-0.22893386,-0.7935077,-0.0968346,-0.7805947,0.24773067,-1.6889939,0.007823914,-0.47968715,1.27966,-0.91048926,-1.7340221,-0.36896098
A830019L24Rik,-1.6599271,-1.0531533,-1.457762,-0.85801923,0.5256835,-1.1878953,-2.608067,-0.9622385,-1.2382119,-1.1501945,-1.1784921,-0.34448737,-2.7407174,-1.0942074,-1.8303155,-2.0798702,-2.5481524,-1.2377169,-0.77527523
Bcl2l11,-1.2769738,0.18216428,-0.12344105,-0.85211253,-4.357375,-0.02183579,-0.28398257,-0.1284537,-0.80649334,-0.05359274,-0.3043313,-0.5806047,-0.6009928,-0.13784364,-0.40650934,-0.21055116,-0.4830023,-0.14393087,-0.083601356
Mettl11b,-4.231904,-4.508542,-4.360168,0.4283812,-3.9967055,-0.35738307,-4.0156956,-3.7293565,-3.7139394,-1.3658307,0.5156369,-1.4319435,-0.22272432,0.023894072,-0.3301419,-0.123803794,-0.2957266,-3.1390393,-3.28161
Rbm24,0.53447473,0.49740648,1.5971956,-2.1060452,-0.42429972,-1.582596,-1.9447193,0.6501968,-0.8640978,-2.1310644,-0.06180942,-0.16749504,-2.4753108,-3.6548836,-3.136287,-3.5106134,-1.93491,-0.6080668,-0.51174355
Trim67,-1.5164672,0.47836196,-0.24923763,-0.70989275,-0.30917555,-0.53259003,-1.7749901,-0.63485086,0.5722847,-0.44351938,-1.2812815,-0.37693688,-0.2312253,-0.5665507,0.47144127,-0.35910025,-2.3416762,-0.1814535,0.82110894
Hmgb4,0.85197806,-4.34,-2.6180034,-0.7634213,0.4444028,-2.2681808,-1.2438052,-1.4294688,-0.17710255,-0.8851681,0.16603851,-0.7011369,-0.65327615,-0.83599055,0.18891037,-1.946744,-1.8538384,0.17700589,-0.17652369
Halr1,0.47092468,0.055621505,-1.0792097,-1.8412523,-3.452122,-0.2483677,-1.5413399,-1.4183102,-0.6260098,-0.8589456,-0.06990293,-2.9420772,-0.35568577,-0.7831407,0.4041589,-0.40337706,-0.22935498,-0.69846994,-0.10254136
Foxf1,-0.73552835,-2.238922,-1.0971134,-0.024986818,-0.02055528,0.9824978,-0.40308946,0.48723364,-1.4395473,0.054810017,1.3255466,-0.7105625,0.3642586,0.20596114,-0.73588055,0.4146152,-1.2234048,-1.1096685,-0.9807606
Htra3,-1.1287923,-0.0698095,-0.2965372,-1.2364868,-0.10565439,-0.049605757,-1.0781467,0.39614016,-1.2605417,-0.159127,0.6498342,-2.1634092,-0.427739,-0.13886729,-4.101556,0.5456464,-0.31401578,-2.4418623,-1.7381306
Cmtm5,-0.3955591,0.4469602,0.10299361,-0.7275223,-4.461665,-0.67369425,-3.1229959,1.0862797,-2.0553439,-3.9810655,-0.72812396,0.0014516711,-1.7171117,1.4867566,-3.1802893,0.57943213,-2.7842634,-2.47934,-2.3246162
Nln,-2.1945941,-0.04948914,-0.40121165,-0.024979949,0.6739817,-0.10879518,-0.5451199,-0.5573045,-0.792683,-0.582083,-0.029956967,-0.3754214,-1.0388168,-0.33510464,-1.1465981,-0.5390073,0.054902226,-0.7335193,-0.8895385
Abca7,-0.18506461,-1.8447542,-0.058683395,-0.48168558,0.33933908,-0.8642863,0.61205065,-0.36737207,-0.9173292,-0.69329333,-0.47182846,-0.49285522,0.6639005,-0.51565164,-4.3588195,-1.1929078,-0.75182176,-0.38092667,0.5076448
Gm6588,-0.25155437,0.14114958,-0.24995908,-1.6006068,-0.8088938,-0.7334689,-1.0177706,-1.2803899,0.3891089,0.1986677,-1.4501603,-0.2623732,-0.39359495,-2.835027,-0.30928296,-0.4005886,-0.4309184,-0.2990586,-0.06180805
Tmem95,-0.57716095,-1.1506284,-0.050171837,-0.266206,-4.318183,0.47237796,-0.18714248,-0.247553,-2.0269516,-2.702601,0.0639576,-0.4617981,0.7465595,-0.10831763,-1.6031045,1.0146084,-0.23413552,1.09437,0.45123565
2610016A17Rik,-1.1605837,-1.424886,-0.5883255,0.5381788,-4.2077603,0.35289234,-1.4761504,-0.20176888,-0.7399801,-0.19033766,-0.13824616,0.20378906,-0.89558387,0.05784425,-1.6910201,0.13078049,-0.25669515,0.056644112,-1.4205092
Med13l,-0.33462572,0.12955147,-0.4831589,-0.43712834,-0.5044017,-0.42804277,0.16657549,-0.7964756,-0.47169304,0.31952006,0.031030267,-0.5381872,0.013233155,0.06480436,-0.51710725,-0.038200967,-0.09143558,0.05492772,-1.0243223
Zfp646,-0.42113626,0.031917512,-1.2272928,-0.22786707,0.10887465,-0.6612663,0.08897483,0.043517828,-0.0580538,-0.09167165,-0.6931092,-0.052067965,-0.91740793,-0.9468679,-0.56916654,-0.14775625,-0.33444357,-1.7098962,-1.2840384
Gsg1l,0.3474813,-0.104132086,0.31931263,-0.30908883,0.001657784,-0.84476286,-0.12648292,-0.2988308,0.101315334,-0.07656491,-0.26705125,-0.66568613,-0.52638173,-0.1170363,-0.25179833,-0.24966931,-0.226535,-0.2520246,-1.5706905
Usp2,0.6681644,0.16318971,0.912619,-1.0306363,0.6473186,-0.74586415,-1.4592354,-0.18075727,-0.8788894,-1.8656611,-2.4315634,-0.26280546,0.007356435,-0.90115714,-0.46190625,-1.0997283,-0.8216413,-0.65366715,0.2833199
Nptx2,-0.5666904,0.22259581,-1.762352,-0.574422,-0.4844626,-0.3876658,-1.8258187,-0.5431912,0.038091302,-0.5436386,-0.38186163,-0.050708175,-1.1246943,-1.5189657,0.6571548,-0.7802193,-0.8018428,-0.35884738,-1.1934476
Gm853,-0.5965971,-0.6549976,-0.5683663,-1.9239211,-4.291719,-2.0990849,0.635877,-0.80435956,-2.675962,-2.8604572,-1.517514,-0.76808786,-0.18356138,-0.9916316,-2.3000362,-0.7579167,-0.17409801,-2.7920413,-2.9086719
Rab6b,1.0403328,0.009820372,-1.1725008,-0.98384047,0.73385954,-1.0419068,-1.7523987,-1.1331172,0.6711538,-0.42103058,-1.2302592,-0.27918568,-0.31036434,-1.0051754,0.6123056,-0.1403676,-1.7637206,-0.67112017,-0.66353595
Mmp14,0.050718054,-3.8281875,-0.1308757,0.22157577,-0.33611053,0.03518866,-0.6666436,-0.14166886,-2.0966127,-0.34390157,0.42840576,-0.116551176,-0.46005493,-0.055619635,-1.7686753,0.485272,0.2503461,0.18623441,0.1615592
Timm10,-1.0371931,-4.375649,0.1826042,-1.2764461,-4.3100924,-0.6228328,0.8938166,-1.0050246,-2.0791798,-3.3788805,-0.12996674,-0.4584055,0.3478604,-1.2341051,-0.5550212,-3.9983072,-0.2397663,-2.269452,-3.4956512
Cfd,-0.27895433,0.14895111,-1.4742767,-1.0689337,0.5686692,-1.763028,-0.39695325,-1.898894,-0.91567326,-1.1869869,-0.58164984,-0.7280151,0.39307976,-2.1332355,-4.085967,-0.5805413,-2.881152,-1.0864693,-0.74474883
Zc3hav1,-4.5427547,-1.7906423,-0.8034996,-1.4187871,-4.1722226,-1.9464537,1.3344991,-2.260848,-2.497336,-1.0805042,-2.5309353,-1.5297978,0.7237669,-1.6206633,-1.806684,-3.4391704,-0.71278644,-0.07942198,-3.2987008
Fkrp,-0.7159741,0.35873407,-0.92744595,-0.17882848,0.9355484,-0.50157076,0.029820532,-0.90858346,0.56450284,-2.466963,-0.8258941,-0.2465342,-0.9562962,-0.65882003,0.75136805,-1.3742517,-1.4332561,0.080448866,0.40279192
Hoxb1,0.57900727,0.11328775,-0.34644324,-1.8529421,1.2780635,0.46713406,-1.1742041,-0.5084234,0.22328354,0.26684782,0.0002568066,-1.0874133,-0.96730053,-0.30388457,0.19983843,-0.8639787,-0.06658518,-1.2826169,-0.83717424
Pim1,-0.98498416,-0.25404555,0.0813345,-0.13315621,-0.8006252,-0.79608494,1.3178004,-0.37796536,-1.8498477,-0.31013596,-0.85125494,-0.72180283,0.9374769,-1.7626195,-0.8438467,-0.88636386,-0.19423687,-1.0880619,-1.4668897
Mpped2,-1.1330627,-0.06907399,-0.24594508,-0.019333534,0.26580307,-0.10668634,-2.2071962,-1.125428,-0.28582987,-0.09401113,0.7583122,-0.15671693,-0.65772384,0.33034095,0.2298846,0.1918239,-0.057663552,0.055591717,-1.5465292
B3gnt8,-4.7147384,-2.9644768,0.15172392,-0.77815753,-4.036591,-0.37006238,-0.4430788,-1.0512943,-1.3264412,0.013075888,0.6669493,-1.0306226,0.31168395,-1.1153666,-0.7342034,-1.1217904,0.34700972,-3.0415747,-3.2542644
Hmx3,-0.8613438,-0.20974731,-0.99831265,-0.11777836,1.0146176,-0.5360073,-0.63606226,-0.83732074,0.7692657,-0.6050289,-0.26221788,0.36993003,-0.9881042,-0.45464608,0.3288921,-1.2475013,-1.880695,-0.22900811,0.7926109
Foxp2,-1.0067635,-0.817775,-0.568902,-2.196699,0.24469107,0.36261153,-1.8694863,-0.7551185,-0.0554747,-0.34557664,0.8283601,-0.2131303,0.07496658,0.5921114,-1.2936468,-0.1198107,-0.10638902,-1.0571539,-0.090918496
Bbc3,-0.30353862,-0.4503605,0.08810523,-1.2028067,-4.415807,-0.39685297,0.34394485,-0.75600046,-0.0987882,-0.05975285,-0.66368246,-0.2831255,1.0117638,-0.8039776,-0.6321638,0.35375214,-0.38900816,-0.095787585,-0.71619713
Ctdsp2,-0.473197,-0.47732484,-0.08247184,-0.08070539,0.14842932,-0.05049687,-1.0284725,0.044384256,-1.5184127,-0.49757156,0.36421674,-0.6406106,0.07388742,0.7013988,-0.9318648,0.3975938,-0.008140095,0.038039997,-0.013580091
Tmem88b,-0.49425188,-2.5950174,-1.1231761,-2.053328,-3.8449757,-0.04838434,-1.5320425,0.47797257,-0.12754375,-2.0133839,-0.38707346,-0.35144073,-0.80052865,-2.1189952,-0.57711554,-0.40579748,-0.6575204,-2.0109382,-2.2821379
Plcxd1,-1.1462624,-0.12614322,-0.7222624,-0.86975265,-3.9576635,0.064849496,-0.19342959,-1.5387242,-0.1374702,-1.8606265,-0.4575739,-1.2371609,0.6582333,0.16616726,-2.5094786,-2.2957568,-1.3101175,0.19656348,-1.6049693
Tunar,-0.6708322,0.3010255,-0.3809095,-1.044401,0.53008616,-0.74457365,-1.4575881,-2.3025794,0.14352962,-0.9325424,-1.7242157,-1.9507775,-1.6259428,-0.59202373,-0.45133728,-0.7500512,-0.5845275,-0.5348028,0.073046744
E130006D01Rik,-0.28046522,-0.40590084,-0.71644706,-0.7602679,-0.44184852,-0.18644105,-1.7841847,-0.37022582,0.16784588,-0.50029695,0.402084,0.06795928,-0.19731295,0.28079534,-1.0660129,-0.30860856,-0.051434755,-0.23797913,0.18463856
Sptbn4,-1.720721,0.5032441,-0.17372543,0.04181324,-0.941396,-0.3173802,0.45728254,-0.18416902,-0.39082175,0.0860019,-0.48659194,-0.29275662,0.23917371,-0.27671742,0.021015584,-0.4591141,-0.38237363,-0.11865672,-0.7744309
Bloc1s4,-1.4595731,-0.09030548,0.22377631,-0.41333008,-0.81417006,-0.9115125,1.121125,-1.0362338,-1.8309202,-2.0024257,-0.7961973,-1.0666305,0.035024434,-0.90955603,-3.9050634,-0.44685602,-0.26710272,0.16555193,-3.2674506
Tgfa,-0.9521184,0.20995492,-0.90979326,-0.29310286,0.4361114,-0.09049478,-0.9387127,-1.0115507,-0.68392456,-0.3816213,-1.8117236,0.05063826,-0.50088143,0.1901902,-0.52429914,-0.5874454,-0.7861754,-0.35094553,0.6210053
Cdh3,-4.3503456,-1.0953679,0.1875113,0.051995754,0.049938858,0.36273682,-0.4262448,-0.26943496,-1.5595644,-0.41652238,-0.09165037,-1.0851068,0.040871054,-0.6193031,-0.5133359,-0.9191662,0.12136802,-0.33075106,-0.30454355
Hba-a1,-2.128209,-0.9263091,0.33742005,-1.0354024,-4.3183966,-3.5305398,1.6263595,-0.7796538,-4.089118,-4.0521483,-4.035724,-1.2852781,1.6754117,-3.6475942,-4.7832966,-4.250058,-1.2819483,-2.9745185,-3.732225
Cys1,-1.7191674,-0.29965296,-0.13026288,-0.47545874,-4.159601,-0.15981182,-0.09764641,-0.6996293,-3.6186116,0.40079045,-1.5031338,-1.2225442,-1.6425408,0.2575941,-3.505215,-0.2431573,0.28135896,-1.9735291,-2.0429947
Aipl1,-0.5155155,-0.16024467,-0.9580552,-0.41076785,-4.368847,-0.35626128,-0.7442903,-0.18455951,-0.5992002,-0.48753452,-0.9771138,-0.36913145,-1.7144525,-0.99143165,-1.0415891,-2.263249,-0.9127947,0.15466678,0.71358633
Card19,-0.26131123,-4.006688,0.13820297,-0.6056988,-0.08036989,-0.18622409,-0.77697444,-0.4826224,-1.2649678,-0.014664412,-0.63126934,-0.52514243,-3.4453843,-0.46945757,-1.0636697,0.102613926,-1.7511787,0.079535365,0.47399825
Tent5c,-1.5947448,-1.2573351,-0.48906004,-1.0281787,-1.5155888,-1.8446066,1.224992,-0.5716065,-3.3394203,-1.8414296,-3.1333673,-0.5833304,1.0191516,-2.5765166,-1.82568,-0.4305063,-0.7498375,-0.4571252,-3.5011544
Bmp2,-1.0953288,-0.37672746,-0.60194063,0.2745183,-4.3239374,-0.29448515,-0.81721747,-0.24703152,-1.7008216,-0.1704011,-1.1580828,-1.3574958,-0.92163455,0.33854407,-0.988337,0.63364995,-0.8734298,-2.0835204,-2.0891004
Il25,-0.57712543,0.5733164,-0.9956234,0.28313917,-0.47856262,0.022094041,-1.6534264,0.85483813,-1.6265957,-2.4005816,0.18194982,0.022774398,-3.287781,1.0482956,-4.0744677,0.3008231,-0.4572662,-1.350548,-0.48441285
Krt15,-2.4147258,-0.1640116,-4.4972544,0.39045978,-4.421381,1.3353026,-1.7454901,-1.2904373,-4.3838487,-3.7378294,-1.1334052,-0.23816586,-0.07925844,-0.15077108,-2.588704,-2.3490415,-0.91907084,-3.120921,-2.8923097
E2f8,-2.96077,-3.6067336,0.16119528,-0.079951435,-3.7784402,-1.5804254,0.62515426,0.11732882,-2.0567722,-0.2486858,-0.74008393,-0.8132645,-0.7830275,-0.97916543,-3.0103528,-0.40341762,-0.34082985,0.35499537,-2.6995869
Ube2q1,-0.60542643,0.15111047,-0.41163692,-1.211154,-0.61628425,-0.30843207,0.007821545,-0.46612945,-0.27274424,-3.8543954,-0.53498584,-0.3698789,0.042510837,-0.8652501,0.46566308,-1.094925,-0.27573,-0.13642496,-0.059073895
2410017I17Rik,-4.0658407,-3.97014,-0.8833239,-0.81591034,-4.3115606,0.020901054,-0.62958825,-0.047778875,-0.49023238,-0.2856301,-0.50790465,-0.69121784,-0.7988647,-0.32642278,-0.70059425,-1.8573294,0.38507223,-0.97462904,-1.5564787
Trib2,-0.10512535,-0.9721455,0.06353566,-1.0948737,-0.32542017,-0.41892508,-2.397173,0.09592068,0.43463686,-3.2314606,-0.15358186,-0.17304766,-0.4137056,0.10374254,0.09005839,0.29961312,-0.5440283,-0.58091915,0.391922
Fam122a,-0.56659305,0.14428866,0.61726624,-0.7934047,-4.3284345,-0.88543427,1.2220004,-0.27773082,-0.636029,-0.8948534,-0.5075494,-0.9364338,-0.79934335,-1.1445036,0.07474992,0.23982066,-0.9407697,-1.6008332,-1.7226409
St6galnac6,-0.3934393,0.12276116,0.52836424,-0.009793401,-4.0643954,-0.48359475,-0.16854171,-0.06504567,-2.0820212,-1.2685463,0.108190835,-0.6429054,-0.5302073,-0.023160428,-4.610387,-0.2389006,-0.030330807,-0.84547716,-3.123696
Trim58,-4.0340977,-4.328166,-0.8308657,-1.4716702,-0.66116714,-2.1573896,1.4091692,-1.3881369,-3.47838,-1.187281,-4.29478,-2.1907089,0.81672966,-4.7256255,-4.801789,-1.1410296,-0.9742708,-3.193002,-3.8475044
Il4i1b,-1.1318326,-0.8592994,-0.24607663,-0.34482437,-4.3764086,-0.17762676,-0.11675652,-0.032784507,-0.57701516,-0.1900155,-0.63439906,-0.16836846,-0.5660275,-0.03665477,-1.2250857,-0.116161674,-1.4469053,-0.4091071,-0.9535346
