,Shared topic 1,Shared topic 2,Shared topic 3,Shared topic 4,Shared topic 5,Shared topic 6,Shared topic 8,Shared topic 9,Shared topic 10,Transcriptomics private topic 1,Transcriptomics private topic 2,Transcriptomics private topic 3,Transcriptomics private topic 4,Transcriptomics private topic 5
APOBEC3C,-0.038819134,-0.6575101,0.5569079,-1.8636614,0.34530413,-0.40697202,-2.4205961,-4.1737423,-3.8442855,-0.9435344,-3.6038346,-3.9588258,-1.8794279,0.3304751
PDGFB,-0.5088343,-0.07496509,-0.4841023,-0.27986228,-0.42780674,-0.47945628,-0.559739,-0.31019968,-1.5774809,-0.25545752,-0.2942531,-0.21379063,-0.52080333,-1.2835855
ACO2,-0.48261437,-0.36999908,-0.48034588,0.28776443,0.08700794,-0.69579387,-0.6796583,-0.71258384,-0.4356997,-0.27189028,-0.9033482,0.4360351,-0.57745063,0.07897064
PMM1,-1.8486661,-1.2522085,-0.77559555,-0.8178625,-0.9572362,-0.3818451,-1.570506,-0.5781047,-0.09781802,-1.1878623,0.28221232,-0.38921493,-0.8730643,-2.004438
MIOX,-1.6425152,-0.077921435,-0.5946158,0.6660553,0.31650537,-1.5779396,-1.5089252,-3.7048857,-3.6638658,-0.10503872,-3.0838158,0.7423209,-2.725038,0.36204517
SCO2,-0.62431437,-0.77442455,0.87656784,-0.91937155,0.7722039,-2.158252,-1.6425765,-2.205813,-1.6276352,-1.6562414,-1.5381414,-1.3012183,-2.4568243,0.7468835
TYMP,0.0919037,-0.20386012,0.39310116,-0.17827693,0.4018309,-0.26371118,-0.115864664,-0.4831278,-0.44677174,-0.7533378,-0.69583523,-0.2650811,-0.16462237,0.46242994
ACE2,-2.3330498,-0.8680486,-4.618312,0.62983155,-1.0952824,-2.6767845,-4.3906894,-4.2974916,-0.46691543,-0.03434843,-4.0321174,0.8533912,-3.2072392,-1.3059516
CLTRN,-0.33260453,-0.35444567,-0.6096681,0.22921617,-0.13710998,-0.44825107,-0.96734154,-0.45113465,0.026982397,-0.44238353,-0.84970516,0.4046284,-0.06640984,-0.1394372
PRDX4,-0.37504086,-0.70566905,-0.44773224,-0.7805482,-0.9993478,0.17513883,-1.7913585,-0.23392884,0.015085429,-0.45532852,-0.087277055,-0.2745793,-0.07535279,-1.5601977
MAOB,-2.1254978,-0.6497169,-0.3710083,-0.17436774,-0.38979074,-0.76019454,-0.36275515,-0.35172093,-0.3032385,-0.5357246,-0.14565396,0.055563003,-0.54900724,-0.5422447
USP11,-0.9450809,-0.36510316,-0.24007162,-0.5324737,-0.8158687,-1.0827782,-0.8438982,-0.77788585,-0.046931267,-0.50103855,-0.25929585,-2.1397703,-2.5170755,-0.8648518
TIMP1,0.3536916,0.17712376,-0.011438064,-0.21529806,-0.15544945,-0.17194301,0.11394951,-0.2110414,-0.11641508,-0.00810346,-0.4430385,-0.29419932,-0.057806786,-0.052083224
PCSK1N,-1.2662716,-4.261038,-2.8014865,0.083221614,-1.0457282,-0.098050416,-2.9851258,-3.1463513,0.5348904,-3.641827,-1.4531626,0.43860006,-0.24269667,-0.34414175
CLCN5,-4.3434067,-1.1449423,-2.6667356,0.4570213,0.30546498,-3.3355744,-2.0848284,-2.9484231,-3.6031735,-1.1226468,-2.7991548,0.5839193,-3.7073011,-0.2586397
IL2RG,-0.16485623,-1.2990971,1.0281496,-1.8914315,0.6532006,-0.2963644,-1.7613572,-1.901445,-3.6611376,-3.0131164,-2.0234394,-2.893774,-3.4231644,0.13864559
PGK1,-0.36491835,-0.23403707,-0.34143275,-0.17483841,-0.23082657,-0.024387836,-0.027837269,-0.10344841,-0.054242186,-0.2574203,-0.20719522,-0.11788861,-0.037813246,-0.2618743
BEX3,-0.6186775,-0.3221632,-0.095370516,-0.7928789,-0.37863266,0.12676966,-0.08373092,-0.043367296,-0.32732868,-0.39910153,-0.29625714,-1.4360238,0.13104221,-0.387605
CLDN2,-4.3835983,0.38815427,-4.9308248,0.8342763,-0.25532725,-5.036425,-3.9690218,-4.599122,-4.4350595,0.27568245,-4.707479,0.80702937,-4.471628,-1.6431639
PGRMC1,-0.41383526,-0.4513848,-0.29533017,0.047179546,-0.13098018,-0.08323788,-0.45174587,-0.35740083,-0.08303518,-0.41445687,-0.5108036,0.21785355,0.027781695,-0.07553758
NDUFA1,-0.25380427,-0.18095003,-0.41832042,-0.17922512,-0.3621064,-0.18749419,-0.2895689,-0.20862019,-0.09920063,-0.2512388,-0.30224136,0.057963103,-0.20922221,-0.23246717
APLN,-0.97131175,-0.7426864,-0.52775323,-0.93702054,-1.1156905,0.74129593,0.30551177,0.35654116,-1.2068868,-1.0846632,0.6785141,-0.86728215,0.031177491,-1.9620663
FHL1,-0.014871925,-0.22588216,-0.42302424,-0.8940998,-1.0175087,-0.20044085,0.048574865,0.0146707,-0.24772885,-0.47950083,0.028788,-0.583467,-0.4131655,-0.7108759
BGN,0.21197787,0.17466724,-0.19524884,-0.12621412,-0.30119652,-0.10847263,0.10261628,-0.106389016,-0.14109148,-0.023701511,-0.2366791,-0.20334908,-0.035425752,-0.13787612
SLC6A8,-1.4384784,0.18851376,-1.079805,0.003932625,0.06607926,-0.56899774,-0.5181575,-1.6353649,-0.5660475,-0.029380172,-0.8881326,0.19518328,-1.0445664,-1.0639477
F8,-0.9900483,-1.0574423,-1.3626802,-2.1341066,-2.7247894,-1.2479491,-0.19403625,-0.89094514,0.4139204,-0.14941323,-0.3571239,-0.117483914,-0.97976446,-3.3707018
FUNDC2,-0.39004147,-0.6124884,-0.9188247,-0.41715842,-0.7745825,0.046280533,-0.41874152,-0.1291166,0.10155448,-0.55503213,-0.048751324,-0.35963714,-0.034214824,-0.9746076
